#v4	V5	V4	out	I(V6)
1.850000000000064e+000	5.000000e+000	1.850000e+000	4.996741e+000	-4.074873e-005
1.840000000000064e+000	5.000000e+000	1.840000e+000	4.998797e+000	-1.556413e-005
1.830000000000064e+000	5.000000e+000	1.830000e+000	4.999836e+000	-2.207774e-006
1.820000000000064e+000	5.000000e+000	1.820000e+000	5.000001e+000	-1.000053e-011
1.810000000000064e+000	5.000000e+000	1.810000e+000	5.000000e+000	-1.000042e-011
1.800000000000064e+000	5.000000e+000	1.800000e+000	5.000000e+000	-1.000065e-011
1.790000000000064e+000	5.000000e+000	1.790000e+000	5.000000e+000	-1.000087e-011
1.780000000000064e+000	5.000000e+000	1.780000e+000	5.000000e+000	-1.000053e-011
1.770000000000064e+000	5.000000e+000	1.770000e+000	5.000000e+000	-1.000065e-011
1.760000000000064e+000	5.000000e+000	1.760000e+000	5.000000e+000	-1.000065e-011
1.750000000000064e+000	5.000000e+000	1.750000e+000	5.000000e+000	-1.000042e-011
1.740000000000064e+000	5.000000e+000	1.740000e+000	5.000000e+000	-1.000120e-011
1.730000000000064e+000	5.000000e+000	1.730000e+000	5.000000e+000	-1.000042e-011
1.720000000000064e+000	5.000000e+000	1.720000e+000	5.000000e+000	-1.000065e-011
1.710000000000064e+000	5.000000e+000	1.710000e+000	5.000000e+000	-1.000076e-011
1.700000000000064e+000	5.000000e+000	1.700000e+000	5.000000e+000	-1.000087e-011
1.690000000000064e+000	5.000000e+000	1.690000e+000	5.000000e+000	-1.000042e-011
1.680000000000064e+000	5.000000e+000	1.680000e+000	5.000000e+000	-1.000087e-011
1.670000000000064e+000	5.000000e+000	1.670000e+000	5.000000e+000	-1.000042e-011
1.660000000000064e+000	5.000000e+000	1.660000e+000	5.000000e+000	-1.000042e-011
1.650000000000064e+000	5.000000e+000	1.650000e+000	5.000000e+000	-1.000076e-011
1.640000000000064e+000	5.000000e+000	1.640000e+000	5.000000e+000	-1.000042e-011
1.630000000000064e+000	5.000000e+000	1.630000e+000	5.000000e+000	-1.000065e-011
1.620000000000064e+000	5.000000e+000	1.620000e+000	5.000000e+000	-1.000031e-011
1.610000000000064e+000	5.000000e+000	1.610000e+000	5.000000e+000	-1.000042e-011
1.600000000000064e+000	5.000000e+000	1.600000e+000	5.000000e+000	-1.000087e-011
1.590000000000064e+000	5.000000e+000	1.590000e+000	5.000000e+000	-9.999868e-012
1.580000000000064e+000	5.000000e+000	1.580000e+000	5.000000e+000	-1.000020e-011
1.570000000000064e+000	5.000000e+000	1.570000e+000	5.000000e+000	-1.000131e-011
1.560000000000064e+000	5.000000e+000	1.560000e+000	5.000000e+000	-1.000098e-011
1.550000000000064e+000	5.000000e+000	1.550000e+000	5.000000e+000	-1.000098e-011
1.540000000000064e+000	5.000000e+000	1.540000e+000	5.000000e+000	-1.000076e-011
1.530000000000064e+000	5.000000e+000	1.530000e+000	5.000000e+000	-1.000020e-011
1.520000000000064e+000	5.000000e+000	1.520000e+000	5.000000e+000	-1.000109e-011
1.510000000000064e+000	5.000000e+000	1.510000e+000	5.000000e+000	-1.000031e-011
1.500000000000064e+000	5.000000e+000	1.500000e+000	5.000000e+000	-9.999979e-012
1.490000000000064e+000	5.000000e+000	1.490000e+000	5.000000e+000	-1.000042e-011
1.480000000000064e+000	5.000000e+000	1.480000e+000	5.000000e+000	-1.000120e-011
1.470000000000064e+000	5.000000e+000	1.470000e+000	5.000000e+000	-1.000087e-011
1.460000000000064e+000	5.000000e+000	1.460000e+000	5.000000e+000	-1.000087e-011
1.450000000000064e+000	5.000000e+000	1.450000e+000	5.000000e+000	-1.000076e-011
1.440000000000064e+000	5.000000e+000	1.440000e+000	5.000000e+000	-1.000065e-011
1.430000000000063e+000	5.000000e+000	1.430000e+000	5.000000e+000	-1.000053e-011
1.420000000000063e+000	5.000000e+000	1.420000e+000	5.000000e+000	-1.000042e-011
1.410000000000063e+000	5.000000e+000	1.410000e+000	5.000000e+000	-1.000042e-011
1.400000000000063e+000	5.000000e+000	1.400000e+000	5.000000e+000	-1.000065e-011
1.390000000000063e+000	5.000000e+000	1.390000e+000	5.000000e+000	-9.999979e-012
1.380000000000063e+000	5.000000e+000	1.380000e+000	5.000000e+000	-1.000087e-011
1.370000000000063e+000	5.000000e+000	1.370000e+000	5.000000e+000	-1.000087e-011
1.360000000000063e+000	5.000000e+000	1.360000e+000	5.000000e+000	-1.000098e-011
1.350000000000063e+000	5.000000e+000	1.350000e+000	5.000000e+000	-1.000020e-011
1.340000000000063e+000	5.000000e+000	1.340000e+000	5.000000e+000	-1.000053e-011
1.330000000000063e+000	5.000000e+000	1.330000e+000	5.000000e+000	-1.000020e-011
1.320000000000063e+000	5.000000e+000	1.320000e+000	5.000000e+000	-1.000042e-011
1.310000000000063e+000	5.000000e+000	1.310000e+000	5.000000e+000	-1.000020e-011
1.300000000000063e+000	5.000000e+000	1.300000e+000	5.000000e+000	-1.000009e-011
1.290000000000063e+000	5.000000e+000	1.290000e+000	5.000000e+000	-1.000065e-011
1.280000000000063e+000	5.000000e+000	1.280000e+000	5.000000e+000	-1.000042e-011
1.270000000000063e+000	5.000000e+000	1.270000e+000	5.000000e+000	-1.000053e-011
1.260000000000063e+000	5.000000e+000	1.260000e+000	5.000000e+000	-1.000065e-011
1.250000000000063e+000	5.000000e+000	1.250000e+000	5.000000e+000	-1.000109e-011
1.240000000000063e+000	5.000000e+000	1.240000e+000	5.000000e+000	-1.000076e-011
1.230000000000063e+000	5.000000e+000	1.230000e+000	5.000000e+000	-1.000042e-011
1.220000000000063e+000	5.000000e+000	1.220000e+000	5.000000e+000	-1.000098e-011
1.210000000000063e+000	5.000000e+000	1.210000e+000	5.000000e+000	-1.000065e-011
1.200000000000063e+000	5.000000e+000	1.200000e+000	5.000000e+000	-1.000009e-011
1.190000000000063e+000	5.000000e+000	1.190000e+000	5.000000e+000	-1.000087e-011
1.180000000000063e+000	5.000000e+000	1.180000e+000	5.000000e+000	-1.000076e-011
1.170000000000063e+000	5.000000e+000	1.170000e+000	5.000000e+000	-1.000076e-011
1.160000000000063e+000	5.000000e+000	1.160000e+000	5.000000e+000	-9.999868e-012
1.150000000000063e+000	5.000000e+000	1.150000e+000	5.000000e+000	-1.000065e-011
1.140000000000063e+000	5.000000e+000	1.140000e+000	5.000000e+000	-1.000042e-011
1.130000000000063e+000	5.000000e+000	1.130000e+000	5.000000e+000	-1.000042e-011
1.120000000000063e+000	5.000000e+000	1.120000e+000	5.000000e+000	-1.000087e-011
1.110000000000063e+000	5.000000e+000	1.110000e+000	5.000000e+000	-1.000031e-011
1.100000000000063e+000	5.000000e+000	1.100000e+000	5.000000e+000	-1.000065e-011
1.090000000000063e+000	5.000000e+000	1.090000e+000	5.000000e+000	-1.000020e-011
1.080000000000063e+000	5.000000e+000	1.080000e+000	5.000000e+000	-1.000065e-011
1.070000000000063e+000	5.000000e+000	1.070000e+000	5.000000e+000	-1.000031e-011
1.060000000000063e+000	5.000000e+000	1.060000e+000	5.000000e+000	-1.000031e-011
1.050000000000063e+000	5.000000e+000	1.050000e+000	5.000000e+000	-1.000020e-011
1.040000000000063e+000	5.000000e+000	1.040000e+000	5.000000e+000	-1.000042e-011
1.030000000000063e+000	5.000000e+000	1.030000e+000	5.000000e+000	-1.000109e-011
1.020000000000063e+000	5.000000e+000	1.020000e+000	5.000000e+000	-1.000009e-011
1.010000000000063e+000	5.000000e+000	1.010000e+000	5.000000e+000	-1.000031e-011
1.000000000000063e+000	5.000000e+000	1.000000e+000	5.000000e+000	-1.000020e-011
9.900000000000631e-001	5.000000e+000	9.900000e-001	5.000000e+000	-1.000009e-011
9.800000000000630e-001	5.000000e+000	9.800000e-001	5.000000e+000	-1.000009e-011
9.700000000000630e-001	5.000000e+000	9.700000e-001	5.000000e+000	-1.000065e-011
9.600000000000630e-001	5.000000e+000	9.600000e-001	5.000000e+000	-1.000076e-011
9.500000000000630e-001	5.000000e+000	9.500000e-001	5.000000e+000	-1.000053e-011
9.400000000000630e-001	5.000000e+000	9.400000e-001	5.000000e+000	-1.000042e-011
9.300000000000630e-001	5.000000e+000	9.300000e-001	5.000000e+000	-1.000053e-011
9.200000000000630e-001	5.000000e+000	9.200000e-001	5.000000e+000	-1.000053e-011
9.100000000000630e-001	5.000000e+000	9.100000e-001	5.000000e+000	-1.000042e-011
9.000000000000630e-001	5.000000e+000	9.000000e-001	5.000000e+000	-1.000020e-011
8.900000000000630e-001	5.000000e+000	8.900000e-001	5.000000e+000	-1.000042e-011
8.800000000000630e-001	5.000000e+000	8.800000e-001	5.000000e+000	-1.000109e-011
8.700000000000630e-001	5.000000e+000	8.700000e-001	5.000000e+000	-1.000020e-011
8.600000000000629e-001	5.000000e+000	8.600000e-001	5.000000e+000	-1.000087e-011
8.500000000000629e-001	5.000000e+000	8.500000e-001	5.000000e+000	-1.000065e-011
8.400000000000629e-001	5.000000e+000	8.400000e-001	5.000000e+000	-1.000087e-011
8.300000000000629e-001	5.000000e+000	8.300000e-001	5.000000e+000	-1.000031e-011
8.200000000000629e-001	5.000000e+000	8.200000e-001	5.000000e+000	-1.000042e-011
8.100000000000629e-001	5.000000e+000	8.100000e-001	5.000000e+000	-1.000120e-011
8.000000000000629e-001	5.000000e+000	8.000000e-001	5.000000e+000	-1.000065e-011
7.900000000000629e-001	5.000000e+000	7.900000e-001	5.000000e+000	-1.000098e-011
7.800000000000629e-001	5.000000e+000	7.800000e-001	5.000000e+000	-1.000053e-011
7.700000000000629e-001	5.000000e+000	7.700000e-001	5.000000e+000	-1.000031e-011
7.600000000000629e-001	5.000000e+000	7.600000e-001	5.000000e+000	-1.000087e-011
7.500000000000628e-001	5.000000e+000	7.500000e-001	5.000000e+000	-1.000131e-011
7.400000000000628e-001	5.000000e+000	7.400000e-001	5.000000e+000	-1.000031e-011
7.300000000000628e-001	5.000000e+000	7.300000e-001	5.000000e+000	-1.000031e-011
7.200000000000628e-001	5.000000e+000	7.200000e-001	5.000000e+000	-1.000109e-011
7.100000000000628e-001	5.000000e+000	7.100000e-001	5.000000e+000	-1.000109e-011
7.000000000000628e-001	5.000000e+000	7.000000e-001	5.000000e+000	-1.000065e-011
6.900000000000628e-001	5.000000e+000	6.900000e-001	5.000000e+000	-1.000053e-011
6.800000000000628e-001	5.000000e+000	6.800000e-001	5.000000e+000	-1.000042e-011
6.700000000000628e-001	5.000000e+000	6.700000e-001	5.000000e+000	-1.000087e-011
6.600000000000628e-001	5.000000e+000	6.600000e-001	5.000000e+000	-1.000065e-011
6.500000000000628e-001	5.000000e+000	6.500000e-001	5.000000e+000	-1.000042e-011
6.400000000000627e-001	5.000000e+000	6.400000e-001	5.000000e+000	-1.000031e-011
6.300000000000627e-001	5.000000e+000	6.300000e-001	5.000000e+000	-1.000009e-011
6.200000000000627e-001	5.000000e+000	6.200000e-001	5.000000e+000	-1.000065e-011
6.100000000000627e-001	5.000000e+000	6.100000e-001	5.000000e+000	-1.000020e-011
6.000000000000627e-001	5.000000e+000	6.000000e-001	5.000000e+000	-1.000087e-011
5.900000000000627e-001	5.000000e+000	5.900000e-001	5.000000e+000	-9.999979e-012
5.800000000000627e-001	5.000000e+000	5.800000e-001	5.000000e+000	-9.999757e-012
5.700000000000627e-001	5.000000e+000	5.700000e-001	5.000000e+000	-1.000053e-011
5.600000000000627e-001	5.000000e+000	5.600000e-001	5.000000e+000	-1.000087e-011
5.500000000000627e-001	5.000000e+000	5.500000e-001	5.000000e+000	-1.000042e-011
5.400000000000627e-001	5.000000e+000	5.400000e-001	5.000000e+000	-1.000065e-011
5.300000000000626e-001	5.000000e+000	5.300000e-001	5.000000e+000	-1.000042e-011
5.200000000000626e-001	5.000000e+000	5.200000e-001	5.000000e+000	-1.000042e-011
5.100000000000626e-001	5.000000e+000	5.100000e-001	5.000000e+000	-1.000042e-011
5.000000000000626e-001	5.000000e+000	5.000000e-001	5.000000e+000	-1.000042e-011
4.900000000000626e-001	5.000000e+000	4.900000e-001	5.000000e+000	-1.000109e-011
4.800000000000626e-001	5.000000e+000	4.800000e-001	5.000000e+000	-1.000109e-011
4.700000000000626e-001	5.000000e+000	4.700000e-001	5.000000e+000	-1.000065e-011
4.600000000000626e-001	5.000000e+000	4.600000e-001	5.000000e+000	-1.000065e-011
4.500000000000626e-001	5.000000e+000	4.500000e-001	5.000000e+000	-1.000020e-011
4.400000000000626e-001	5.000000e+000	4.400000e-001	5.000000e+000	-1.000065e-011
4.300000000000626e-001	5.000000e+000	4.300000e-001	5.000000e+000	-1.000087e-011
4.200000000000626e-001	5.000000e+000	4.200000e-001	5.000000e+000	-1.000042e-011
4.100000000000625e-001	5.000000e+000	4.100000e-001	5.000000e+000	-1.000131e-011
4.000000000000625e-001	5.000000e+000	4.000000e-001	5.000000e+000	-1.000042e-011
3.900000000000625e-001	5.000000e+000	3.900000e-001	5.000000e+000	-1.000098e-011
3.800000000000625e-001	5.000000e+000	3.800000e-001	5.000000e+000	-1.000042e-011
3.700000000000625e-001	5.000000e+000	3.700000e-001	5.000000e+000	-1.000087e-011
3.600000000000625e-001	5.000000e+000	3.600000e-001	5.000000e+000	-9.999979e-012
3.500000000000625e-001	5.000000e+000	3.500000e-001	5.000000e+000	-1.000020e-011
3.400000000000625e-001	5.000000e+000	3.400000e-001	5.000000e+000	-9.999757e-012
3.300000000000625e-001	5.000000e+000	3.300000e-001	5.000000e+000	-1.000065e-011
3.200000000000625e-001	5.000000e+000	3.200000e-001	5.000000e+000	-1.000053e-011
3.100000000000625e-001	5.000000e+000	3.100000e-001	5.000000e+000	-1.000042e-011
3.000000000000624e-001	5.000000e+000	3.000000e-001	5.000000e+000	-1.000065e-011
2.900000000000624e-001	5.000000e+000	2.900000e-001	5.000000e+000	-1.000087e-011
2.800000000000624e-001	5.000000e+000	2.800000e-001	5.000000e+000	-1.000065e-011
2.700000000000624e-001	5.000000e+000	2.700000e-001	5.000000e+000	-1.000020e-011
2.600000000000624e-001	5.000000e+000	2.600000e-001	5.000000e+000	-1.000042e-011
2.500000000000624e-001	5.000000e+000	2.500000e-001	5.000000e+000	-1.000020e-011
2.400000000000624e-001	5.000000e+000	2.400000e-001	5.000000e+000	-1.000042e-011
2.300000000000624e-001	5.000000e+000	2.300000e-001	5.000000e+000	-1.000065e-011
2.200000000000624e-001	5.000000e+000	2.200000e-001	5.000000e+000	-1.000076e-011
2.100000000000624e-001	5.000000e+000	2.100000e-001	5.000000e+000	-1.000065e-011
2.000000000000624e-001	5.000000e+000	2.000000e-001	5.000000e+000	-1.000098e-011
1.900000000000623e-001	5.000000e+000	1.900000e-001	5.000000e+000	-1.000042e-011
1.800000000000623e-001	5.000000e+000	1.800000e-001	5.000000e+000	-1.000042e-011
1.700000000000623e-001	5.000000e+000	1.700000e-001	5.000000e+000	-1.000020e-011
1.600000000000623e-001	5.000000e+000	1.600000e-001	5.000000e+000	-1.000065e-011
1.500000000000623e-001	5.000000e+000	1.500000e-001	5.000000e+000	-1.000065e-011
1.400000000000623e-001	5.000000e+000	1.400000e-001	5.000000e+000	-1.000042e-011
1.300000000000623e-001	5.000000e+000	1.300000e-001	5.000000e+000	-1.000076e-011
1.200000000000623e-001	5.000000e+000	1.200000e-001	5.000000e+000	-1.000042e-011
1.100000000000623e-001	5.000000e+000	1.100000e-001	5.000000e+000	-1.000065e-011
1.000000000000623e-001	5.000000e+000	1.000000e-001	5.000000e+000	-9.999979e-012
9.000000000006231e-002	5.000000e+000	9.000000e-002	5.000000e+000	-1.000020e-011
8.000000000006231e-002	5.000000e+000	8.000000e-002	5.000000e+000	-1.000020e-011
7.000000000006232e-002	5.000000e+000	7.000000e-002	5.000000e+000	-1.000087e-011
6.000000000006232e-002	5.000000e+000	6.000000e-002	5.000000e+000	-1.000042e-011
5.000000000006231e-002	5.000000e+000	5.000000e-002	5.000000e+000	-1.000087e-011
4.000000000006231e-002	5.000000e+000	4.000000e-002	5.000000e+000	-1.000031e-011
3.000000000006231e-002	5.000000e+000	3.000000e-002	5.000000e+000	-1.000009e-011
2.000000000006231e-002	5.000000e+000	2.000000e-002	5.000000e+000	-1.000020e-011
1.000000000006231e-002	5.000000e+000	1.000000e-002	5.000000e+000	-1.000065e-011
0.000000000000000e+000	5.000000e+000	0.000000e+000	5.000000e+000	-1.000031e-011
