time	V(n006)	V(n010)
1.385831703647823e-003	5.000000e+000	1.448262e-011
1.413974560790678e-003	5.000000e+000	1.435450e-011
1.442117417933532e-003	5.000000e+000	1.428116e-011
1.509000000000000e-003	5.000000e+000	1.411740e-011
1.510000000000000e-003	5.000000e+000	1.411559e-011
1.510100000000000e-003	4.950000e+000	-5.573411e-011
1.510300000000000e-003	4.850000e+000	-1.816477e-010
1.512477148517552e-003	3.761426e+000	-8.965171e-010
1.513477148517552e-003	3.261426e+000	-1.078651e-009
1.514477148517552e-003	2.761426e+000	-1.269669e-009
1.515524582684499e-003	2.237709e+000	-1.515695e-009
1.515690602268814e-003	2.154699e+000	-1.571799e-009
1.515743965706630e-003	2.128017e+000	-1.592564e-009
1.515746930342064e-003	2.126535e+000	-1.593760e-009
1.515752859612932e-003	2.123570e+000	-1.596062e-009
1.515755387319909e-003	2.122306e+000	-1.596989e-009
1.515757541329423e-003	2.121229e+000	-1.573179e-009
1.515760130243743e-003	2.119935e+000	-1.376250e-009
1.515760469517530e-003	2.119765e+000	-1.211974e-009
1.515761148065103e-003	2.119426e+000	-5.980789e-010
1.515762505160250e-003	2.118747e+000	8.765140e-010
1.515764377663261e-003	2.117811e+000	3.532211e-009
1.515767190173090e-003	2.116405e+000	9.223041e-009
1.515771579166656e-003	2.114210e+000	2.230195e-008
1.515776402073580e-003	2.111799e+000	4.428557e-008
1.515783076304489e-003	2.108462e+000	9.098940e-008
1.515790866951412e-003	2.104567e+000	1.752448e-007
1.515801216683237e-003	2.099392e+000	3.482920e-007
1.515813617972876e-003	2.093191e+000	6.700155e-007
1.515829680724374e-003	2.085160e+000	1.316031e-006
1.515849242689401e-003	2.075379e+000	2.537319e-006
1.515874240505267e-003	2.062880e+000	4.957508e-006
1.515905067025337e-003	2.047467e+000	9.587977e-006
1.515944218297537e-003	2.027891e+000	1.870567e-005
1.515992941360522e-003	2.003529e+000	3.630236e-005
1.516054713794472e-003	1.972643e+000	7.088990e-005
1.516132180514711e-003	1.933910e+000	1.381756e-004
1.516230538067803e-003	1.884731e+000	2.651752e-004
1.516320854999166e-003	1.839573e+000	4.373391e-004
1.516448907691443e-003	1.775546e+000	7.929003e-004
1.516603727055926e-003	1.698136e+000	1.421344e-003
1.516813764665228e-003	1.593118e+000	2.678523e-003
1.517070588652696e-003	1.464706e+000	5.013598e-003
1.517463509359442e-003	1.268245e+000	1.045981e-002
1.517935766701101e-003	1.032117e+000	2.057890e-002
1.518608198689157e-003	6.959007e-001	4.160205e-002
1.519143210139691e-003	4.283949e-001	6.567968e-002
1.520000000000000e-003	0.000000e+000	1.144063e-001
1.520065205685048e-003	0.000000e+000	1.190137e-001
1.520195617055143e-003	0.000000e+000	1.282288e-001
1.520456439795334e-003	0.000000e+000	1.466588e-001
1.521978085275716e-003	0.000000e+000	2.541659e-001
1.522978085275716e-003	0.000000e+000	3.248063e-001
1.524978085275716e-003	0.000000e+000	4.660562e-001
1.525978085275716e-003	0.000000e+000	5.366656e-001
1.526978085275716e-003	0.000000e+000	6.072647e-001
1.527978085275716e-003	0.000000e+000	6.778533e-001
1.528978085275716e-003	0.000000e+000	7.484316e-001
1.529978085275716e-003	0.000000e+000	8.189995e-001
1.530978085275716e-003	0.000000e+000	8.895569e-001
1.531978085275716e-003	0.000000e+000	9.601039e-001
1.532978085275716e-003	0.000000e+000	1.030640e+000
1.533978085275715e-003	0.000000e+000	1.101166e+000
1.534978085275715e-003	0.000000e+000	1.171682e+000
1.535978085275715e-003	0.000000e+000	1.242187e+000
1.536978085275715e-003	0.000000e+000	1.312682e+000
1.537978085275715e-003	0.000000e+000	1.383166e+000
1.538978085275715e-003	0.000000e+000	1.453639e+000
1.539978085275715e-003	0.000000e+000	1.524102e+000
1.540978085275715e-003	0.000000e+000	1.594555e+000
1.541978085275715e-003	0.000000e+000	1.664997e+000
1.542978085275715e-003	0.000000e+000	1.735428e+000
1.543978085275715e-003	0.000000e+000	1.805849e+000
1.544978085275715e-003	0.000000e+000	1.876260e+000
1.545978085275714e-003	0.000000e+000	1.946659e+000
1.546978085275714e-003	0.000000e+000	2.017049e+000
1.547978085275714e-003	0.000000e+000	2.087427e+000
1.548978085275714e-003	0.000000e+000	2.157795e+000
1.549978085275714e-003	0.000000e+000	2.228153e+000
1.550978085275714e-003	0.000000e+000	2.298500e+000
1.551978085275714e-003	0.000000e+000	2.368836e+000
1.552978085275714e-003	0.000000e+000	2.439161e+000
1.553978085275714e-003	0.000000e+000	2.509476e+000
1.554978085275714e-003	0.000000e+000	2.579781e+000
1.555978085275714e-003	0.000000e+000	2.650074e+000
1.556978085275714e-003	0.000000e+000	2.720336e+000
1.557978085275713e-003	0.000000e+000	2.790493e+000
1.558978085275713e-003	0.000000e+000	2.860403e+000
1.559978085275713e-003	0.000000e+000	2.929896e+000
1.560978085275713e-003	0.000000e+000	2.998807e+000
1.561978085275713e-003	0.000000e+000	3.066978e+000
1.562978085275713e-003	0.000000e+000	3.134264e+000
1.563978085275713e-003	0.000000e+000	3.200533e+000
1.564978085275713e-003	0.000000e+000	3.265669e+000
1.565978085275713e-003	0.000000e+000	3.329566e+000
1.566978085275713e-003	0.000000e+000	3.392133e+000
1.567978085275713e-003	0.000000e+000	3.453293e+000
1.568978085275712e-003	0.000000e+000	3.512980e+000
1.569978085275712e-003	0.000000e+000	3.571142e+000
1.570978085275712e-003	0.000000e+000	3.627737e+000
1.571978085275712e-003	0.000000e+000	3.682734e+000
1.572978085275712e-003	0.000000e+000	3.736111e+000
1.573978085275712e-003	0.000000e+000	3.787855e+000
1.574978085275712e-003	0.000000e+000	3.837962e+000
1.575978085275712e-003	0.000000e+000	3.886434e+000
1.576978085275712e-003	0.000000e+000	3.933279e+000
1.577978085275712e-003	0.000000e+000	3.978511e+000
1.578978085275712e-003	0.000000e+000	4.022149e+000
1.579978085275712e-003	0.000000e+000	4.064216e+000
1.580978085275711e-003	0.000000e+000	4.104739e+000
1.581978085275711e-003	0.000000e+000	4.143747e+000
1.582978085275711e-003	0.000000e+000	4.181273e+000
1.583978085275711e-003	0.000000e+000	4.217351e+000
1.584978085275711e-003	0.000000e+000	4.252017e+000
1.585978085275711e-003	0.000000e+000	4.285308e+000
1.586978085275711e-003	0.000000e+000	4.317263e+000
1.587978085275711e-003	0.000000e+000	4.347921e+000
1.588978085275711e-003	0.000000e+000	4.377321e+000
1.589978085275711e-003	0.000000e+000	4.405504e+000
1.590978085275711e-003	0.000000e+000	4.432508e+000
1.591978085275711e-003	0.000000e+000	4.458374e+000
1.592978085275710e-003	0.000000e+000	4.483140e+000
1.593978085275710e-003	0.000000e+000	4.506846e+000
1.594978085275710e-003	0.000000e+000	4.529531e+000
1.595978085275710e-003	0.000000e+000	4.551229e+000
1.596978085275710e-003	0.000000e+000	4.571981e+000
1.597978085275710e-003	0.000000e+000	4.591822e+000
1.598978085275710e-003	0.000000e+000	4.610786e+000
1.599978085275710e-003	0.000000e+000	4.628909e+000
1.600978085275710e-003	0.000000e+000	4.646224e+000
1.601978085275710e-003	0.000000e+000	4.662763e+000
1.602978085275710e-003	0.000000e+000	4.678558e+000
1.603978085275710e-003	0.000000e+000	4.693640e+000
1.604978085275709e-003	0.000000e+000	4.708037e+000
1.606978085275709e-003	0.000000e+000	4.734896e+000
1.608978085275709e-003	0.000000e+000	4.759352e+000
1.611978085275709e-003	0.000000e+000	4.791967e+000
1.614978085275709e-003	0.000000e+000	4.820251e+000
1.617978085275708e-003	0.000000e+000	4.844753e+000
1.620978085275708e-003	0.000000e+000	4.865964e+000
1.623978085275708e-003	0.000000e+000	4.884313e+000
1.626978085275708e-003	0.000000e+000	4.900177e+000
1.629978085275707e-003	0.000000e+000	4.913884e+000
1.632978085275707e-003	0.000000e+000	4.925725e+000
1.635978085275707e-003	0.000000e+000	4.935947e+000
1.638978085275707e-003	0.000000e+000	4.944771e+000
1.641978085275706e-003	0.000000e+000	4.952385e+000
1.644978085275706e-003	0.000000e+000	4.958954e+000
1.647978085275706e-003	0.000000e+000	4.964620e+000
1.650978085275706e-003	0.000000e+000	4.969506e+000
1.653978085275705e-003	0.000000e+000	4.973720e+000
1.656978085275705e-003	0.000000e+000	4.977352e+000
1.659978085275705e-003	0.000000e+000	4.980483e+000
1.662978085275705e-003	0.000000e+000	4.983182e+000
1.665978085275704e-003	0.000000e+000	4.985509e+000
1.668978085275704e-003	0.000000e+000	4.987514e+000
1.671978085275704e-003	0.000000e+000	4.989242e+000
1.674978085275704e-003	0.000000e+000	4.990731e+000
1.677978085275703e-003	0.000000e+000	4.992014e+000
1.680978085275703e-003	0.000000e+000	4.993119e+000
1.683978085275703e-003	0.000000e+000	4.994072e+000
1.686978085275703e-003	0.000000e+000	4.994893e+000
1.689978085275702e-003	0.000000e+000	4.995600e+000
1.692978085275702e-003	0.000000e+000	4.996209e+000
1.695978085275702e-003	0.000000e+000	4.996734e+000
1.698978085275702e-003	0.000000e+000	4.997187e+000
1.701978085275701e-003	0.000000e+000	4.997576e+000
1.704978085275701e-003	0.000000e+000	4.997912e+000
1.707978085275701e-003	0.000000e+000	4.998201e+000
1.710978085275701e-003	0.000000e+000	4.998450e+000
1.713978085275700e-003	0.000000e+000	4.998665e+000
1.716978085275700e-003	0.000000e+000	4.998850e+000
1.719978085275700e-003	0.000000e+000	4.999009e+000
1.722978085275700e-003	0.000000e+000	4.999146e+000
1.725978085275699e-003	0.000000e+000	4.999265e+000
1.728978085275699e-003	0.000000e+000	4.999367e+000
1.731978085275699e-003	0.000000e+000	4.999454e+000
1.734978085275699e-003	0.000000e+000	4.999530e+000
1.737978085275698e-003	0.000000e+000	4.999595e+000
1.740978085275698e-003	0.000000e+000	4.999651e+000
1.743978085275698e-003	0.000000e+000	4.999700e+000
1.746978085275698e-003	0.000000e+000	4.999741e+000
1.749978085275697e-003	0.000000e+000	4.999777e+000
1.752978085275697e-003	0.000000e+000	4.999808e+000
1.755978085275697e-003	0.000000e+000	4.999835e+000
1.758978085275697e-003	0.000000e+000	4.999857e+000
1.761978085275696e-003	0.000000e+000	4.999877e+000
1.764978085275696e-003	0.000000e+000	4.999894e+000
1.767978085275696e-003	0.000000e+000	4.999909e+000
1.770978085275696e-003	0.000000e+000	4.999921e+000
1.773978085275695e-003	0.000000e+000	4.999932e+000
1.776978085275695e-003	0.000000e+000	4.999942e+000
1.779978085275695e-003	0.000000e+000	4.999950e+000
1.782978085275694e-003	0.000000e+000	4.999957e+000
1.785978085275694e-003	0.000000e+000	4.999963e+000
1.788978085275694e-003	0.000000e+000	4.999968e+000
1.791978085275694e-003	0.000000e+000	4.999972e+000
1.794978085275693e-003	0.000000e+000	4.999976e+000
1.797978085275693e-003	0.000000e+000	4.999979e+000
1.800978085275693e-003	0.000000e+000	4.999982e+000
1.803549513847121e-003	0.000000e+000	4.999984e+000
1.806120942418550e-003	0.000000e+000	4.999986e+000
1.808692370989978e-003	0.000000e+000	4.999988e+000
1.811263799561406e-003	0.000000e+000	4.999989e+000
1.813835228132835e-003	0.000000e+000	4.999991e+000
1.816406656704263e-003	0.000000e+000	4.999992e+000
1.818978085275691e-003	0.000000e+000	4.999993e+000
1.822263799561405e-003	0.000000e+000	4.999994e+000
1.825549513847120e-003	0.000000e+000	4.999995e+000
1.828835228132833e-003	0.000000e+000	4.999995e+000
1.832120942418548e-003	0.000000e+000	4.999996e+000
1.835406656704261e-003	0.000000e+000	4.999997e+000
1.838692370989976e-003	0.000000e+000	4.999997e+000
1.841978085275690e-003	0.000000e+000	4.999998e+000
1.844549513847118e-003	0.000000e+000	4.999998e+000
1.847120942418546e-003	0.000000e+000	4.999998e+000
1.849692370989975e-003	0.000000e+000	4.999998e+000
1.852263799561403e-003	0.000000e+000	4.999999e+000
1.854835228132831e-003	0.000000e+000	4.999999e+000
1.857406656704260e-003	0.000000e+000	4.999999e+000
1.859978085275688e-003	0.000000e+000	4.999999e+000
1.860978085275688e-003	0.000000e+000	4.999999e+000
1.868549513847116e-003	0.000000e+000	4.999999e+000
1.876120942418544e-003	0.000000e+000	5.000000e+000
1.883692370989972e-003	0.000000e+000	5.000000e+000
1.891263799561400e-003	0.000000e+000	5.000000e+000
1.898835228132828e-003	0.000000e+000	5.000000e+000
1.906406656704256e-003	0.000000e+000	5.000000e+000
1.913978085275683e-003	0.000000e+000	5.000000e+000
1.997978085275686e-003	0.000000e+000	5.000000e+000
1.999000000000000e-003	0.000000e+000	5.000000e+000
1.999516206642102e-003	0.000000e+000	5.000000e+000
1.999676353305866e-003	0.000000e+000	5.000000e+000
1.999686413405684e-003	0.000000e+000	5.000000e+000
1.999699826872109e-003	0.000000e+000	5.000000e+000
1.999913781866463e-003	0.000000e+000	5.000000e+000
2.000000000000000e-003	0.000000e+000	5.000000e+000
2.000008621813354e-003	4.310907e-003	5.000000e+000
2.000025865440061e-003	1.293272e-002	5.000000e+000
2.003094970295927e-003	1.547485e+000	5.000000e+000
2.003474445130706e-003	1.737223e+000	4.999994e+000
2.003716161503506e-003	1.858081e+000	4.999969e+000
2.003806469235218e-003	1.903235e+000	4.999927e+000
2.003861788407911e-003	1.930894e+000	4.999864e+000
2.003923436475274e-003	1.961718e+000	4.999753e+000
2.003935433654954e-003	1.967717e+000	4.999725e+000
2.003938684557195e-003	1.969342e+000	4.999717e+000
2.003939192603817e-003	1.969596e+000	4.999715e+000
2.003939882472232e-003	1.969941e+000	4.999713e+000
2.003940693083359e-003	1.970347e+000	4.999711e+000
2.003941500403982e-003	1.970750e+000	4.999709e+000
2.003942558882779e-003	1.971279e+000	4.999706e+000
2.003943389350522e-003	1.971695e+000	4.999704e+000
2.003944449963717e-003	1.972225e+000	4.999701e+000
2.003945237588157e-003	1.972619e+000	4.999699e+000
2.003946231904199e-003	1.973116e+000	4.999696e+000
2.003947067336808e-003	1.973534e+000	4.999693e+000
2.003948172468274e-003	1.974086e+000	4.999691e+000
2.003949254403601e-003	1.974627e+000	4.999687e+000
2.003950601627654e-003	1.975301e+000	4.999683e+000
2.003952094801563e-003	1.976047e+000	4.999679e+000
2.003953874912237e-003	1.976937e+000	4.999674e+000
2.003956098178909e-003	1.978049e+000	4.999667e+000
2.003958627340660e-003	1.979314e+000	4.999660e+000
2.003962378931171e-003	1.981189e+000	4.999648e+000
2.003966387410757e-003	1.983194e+000	4.999635e+000
2.003974404369930e-003	1.987202e+000	4.999608e+000
2.003981966273974e-003	1.990983e+000	4.999582e+000
2.003997090082062e-003	1.998545e+000	4.999525e+000
2.004014899873379e-003	2.007450e+000	4.999451e+000
2.004042212138483e-003	2.021106e+000	4.999321e+000
2.004089712489759e-003	2.044856e+000	4.999038e+000
2.004175063090572e-003	2.087532e+000	4.998348e+000
2.004298754788601e-003	2.149377e+000	4.996999e+000
2.004377778798360e-003	2.188890e+000	4.995850e+000
2.004469984405395e-003	2.234992e+000	4.994102e+000
2.004583299919031e-003	2.291650e+000	4.991208e+000
2.004809930946302e-003	2.404965e+000	4.982256e+000
2.005263193000843e-003	2.631597e+000	4.948421e+000
2.006169717109926e-003	3.084859e+000	4.820025e+000
2.007169717109926e-003	3.584859e+000	4.570606e+000
2.008169717109926e-003	4.084858e+000	4.178954e+000
2.009000000000000e-003	4.500000e+000	3.715800e+000
2.010000000000000e-003	5.000000e+000	3.030085e+000
2.010100000000000e-003	5.000000e+000	2.950451e+000
2.010300000000000e-003	5.000000e+000	2.794579e+000
2.010700000000000e-003	5.000000e+000	2.501307e+000
2.011500000000000e-003	5.000000e+000	1.976187e+000
2.012359191781460e-003	5.000000e+000	1.503573e+000
2.013359191781460e-003	5.000000e+000	1.073642e+000
2.014359191781460e-003	5.000000e+000	7.528296e-001
2.015359191781461e-003	5.000000e+000	5.224792e-001
2.016359191781461e-003	5.000000e+000	3.600596e-001
2.017359191781461e-003	5.000000e+000	2.469195e-001
2.018359191781461e-003	5.000000e+000	1.687602e-001
2.019359191781461e-003	5.000000e+000	1.150849e-001
2.020359191781461e-003	5.000000e+000	7.836843e-002
2.021359191781461e-003	5.000000e+000	5.331383e-002
2.022359191781461e-003	5.000000e+000	3.624524e-002
2.023359191781462e-003	5.000000e+000	2.463014e-002
2.024359191781462e-003	5.000000e+000	1.673210e-002
2.025359191781462e-003	5.000000e+000	1.136434e-002
2.026359191781462e-003	5.000000e+000	7.717505e-003
2.027359191781462e-003	5.000000e+000	5.240445e-003
2.028359191781462e-003	5.000000e+000	3.558208e-003
2.029359191781462e-003	5.000000e+000	2.415881e-003
2.030359191781463e-003	5.000000e+000	1.640237e-003
2.031359191781463e-003	5.000000e+000	1.113599e-003
2.032359191781463e-003	5.000000e+000	7.560410e-004
2.033359191781463e-003	5.000000e+000	5.132840e-004
2.034359191781463e-003	5.000000e+000	3.484715e-004
2.035359191781463e-003	5.000000e+000	2.365784e-004
2.036359191781463e-003	5.000000e+000	1.606133e-004
2.037359191781463e-003	5.000000e+000	1.090403e-004
2.038359191781464e-003	5.000000e+000	7.402735e-005
2.039359191781464e-003	5.000000e+000	5.025704e-005
2.040359191781464e-003	5.000000e+000	3.411940e-005
2.041359191781464e-003	5.000000e+000	2.316358e-005
2.042359191781464e-003	5.000000e+000	1.572570e-005
2.043359191781464e-003	5.000000e+000	1.067614e-005
2.044359191781464e-003	5.000000e+000	7.248011e-006
2.045359191781465e-003	5.000000e+000	4.920662e-006
2.046359191781465e-003	5.000000e+000	3.340632e-006
2.047359191781465e-003	5.000000e+000	2.267955e-006
2.048359191781465e-003	5.000000e+000	1.539717e-006
2.049359191781465e-003	5.000000e+000	1.045319e-006
2.050359191781465e-003	5.000000e+000	7.096737e-007
2.051359191781465e-003	5.000000e+000	4.818052e-007
2.052359191781465e-003	5.000000e+000	3.271059e-007
2.053359191781466e-003	5.000000e+000	2.220798e-007
2.054359013362784e-003	5.000000e+000	1.507895e-007
2.055359013362784e-003	5.000000e+000	1.023812e-007
2.057359013362784e-003	5.000000e+000	4.720419e-008
2.060359013362784e-003	5.000000e+000	1.479148e-008
2.064501870505642e-003	5.000000e+000	8.517437e-009
2.068644727648500e-003	5.000000e+000	3.631825e-009
2.072787584791357e-003	5.000000e+000	1.346477e-010
2.076930441934215e-003	5.000000e+000	-1.974094e-009
2.081073299077073e-003	5.000000e+000	-2.694401e-009
2.085216156219931e-003	5.000000e+000	-2.026273e-009
2.089359013362788e-003	5.000000e+000	3.029004e-011
2.125359013362793e-003	5.000000e+000	2.966545e-011
2.161359013362798e-003	5.000000e+000	2.914348e-011
2.197359013362803e-003	5.000000e+000	2.872413e-011
2.233359013362807e-003	5.000000e+000	2.840741e-011
2.269359013362812e-003	5.000000e+000	2.819332e-011
2.305359013362817e-003	5.000000e+000	2.808185e-011
2.341359013362822e-003	5.000000e+000	2.807301e-011
2.509000000000000e-003	5.000000e+000	2.787408e-011
2.510000000000000e-003	5.000000e+000	3.506073e-011
2.510100000000000e-003	4.950000e+000	2.556499e-011
2.510300000000000e-003	4.850000e+000	4.044582e-012
2.512500000000000e-003	3.750000e+000	-2.117981e-010
2.514500000000000e-003	2.750000e+000	-3.194034e-010
2.515547434171610e-003	2.226283e+000	-3.642233e-010
2.515749029400952e-003	2.125485e+000	-3.726987e-010
2.515749680137639e-003	2.125160e+000	-3.727265e-010
2.515750981611013e-003	2.124509e+000	-3.727817e-010
2.515753584557762e-003	2.123208e+000	-3.728876e-010
2.515757503568167e-003	2.121248e+000	1.769547e-010
2.515759612506167e-003	2.120194e+000	1.920494e-009
2.515762414491568e-003	2.118793e+000	7.245970e-009
2.515765791435847e-003	2.117104e+000	1.766581e-008
2.515769235319112e-003	2.115382e+000	3.432363e-008
2.515774087541195e-003	2.112956e+000	7.039675e-008
2.515779725131945e-003	2.110137e+000	1.351068e-007
2.515787262497403e-003	2.106369e+000	2.688279e-007
2.515796241366473e-003	2.101879e+000	5.160526e-007
2.515807897415012e-003	2.096051e+000	1.013764e-006
2.515822053146179e-003	2.088974e+000	1.952661e-006
2.515840159889995e-003	2.079920e+000	3.816584e-006
2.515862433023371e-003	2.068784e+000	7.377948e-006
2.515890707971723e-003	2.054646e+000	1.439616e-005
2.515925801333301e-003	2.037099e+000	2.792347e-005
2.515970217458535e-003	2.014891e+000	5.450084e-005
2.516025732985633e-003	1.987134e+000	1.060779e-004
2.516096002271583e-003	1.951999e+000	2.074152e-004
2.516184370661579e-003	1.907815e+000	4.039711e-004
2.516291816130059e-003	1.854092e+000	7.714548e-004
2.516427849974990e-003	1.786075e+000	1.489617e-003
2.516608394093031e-003	1.695803e+000	2.961294e-003
2.516838206368600e-003	1.580897e+000	5.856963e-003
2.517132999753628e-003	1.433500e+000	1.161809e-002
2.517522812017204e-003	1.238594e+000	2.329492e-002
2.518032321103637e-003	9.838395e-001	4.450620e-002
2.518398544371601e-003	8.007278e-001	6.352955e-002
2.518783619183820e-003	6.081904e-001	8.645989e-002
2.519326749154019e-003	3.366254e-001	1.215037e-001
2.520000000000000e-003	0.000000e+000	1.670716e-001
2.520067325084598e-003	0.000000e+000	1.718289e-001
2.520201975253794e-003	0.000000e+000	1.813432e-001
2.520471275592187e-003	0.000000e+000	2.003704e-001
2.523009876268972e-003	0.000000e+000	3.796958e-001
2.526009876268972e-003	0.000000e+000	5.915310e-001
2.528581304840401e-003	0.000000e+000	7.730301e-001
2.531152733411830e-003	0.000000e+000	9.544598e-001
2.533724161983259e-003	0.000000e+000	1.135820e+000
2.536295590554688e-003	0.000000e+000	1.317111e+000
2.538867019126117e-003	0.000000e+000	1.498333e+000
2.541438447697545e-003	0.000000e+000	1.679485e+000
2.544009876268974e-003	0.000000e+000	1.860568e+000
2.545581304840403e-003	0.000000e+000	1.971195e+000
2.547152733411832e-003	0.000000e+000	2.081796e+000
2.548724161983261e-003	0.000000e+000	2.192371e+000
2.550295590554690e-003	0.000000e+000	2.302920e+000
2.551867019126118e-003	0.000000e+000	2.413442e+000
2.553438447697547e-003	0.000000e+000	2.523939e+000
2.555009876268976e-003	0.000000e+000	2.634409e+000
2.556009876268976e-003	0.000000e+000	2.704682e+000
2.557009876268976e-003	0.000000e+000	2.774872e+000
2.560009876268977e-003	0.000000e+000	2.983506e+000
2.562009876268977e-003	0.000000e+000	3.119350e+000
2.564009876268977e-003	0.000000e+000	3.251255e+000
2.566009876268977e-003	0.000000e+000	3.378307e+000
2.569009876268978e-003	0.000000e+000	3.558313e+000
2.572009876268978e-003	0.000000e+000	3.724355e+000
2.575009876268979e-003	0.000000e+000	3.875772e+000
2.577295590554693e-003	0.000000e+000	3.980309e+000
2.579581304840408e-003	0.000000e+000	4.077473e+000
2.581867019126122e-003	0.000000e+000	4.167265e+000
2.584152733411837e-003	0.000000e+000	4.249684e+000
2.586438447697551e-003	0.000000e+000	4.324731e+000
2.588724161983266e-003	0.000000e+000	4.392404e+000
2.591009876268981e-003	0.000000e+000	4.452705e+000
2.594009876268981e-003	0.000000e+000	4.524561e+000
2.597009876268981e-003	0.000000e+000	4.587477e+000
2.600009876268982e-003	0.000000e+000	4.642433e+000
2.603009876268982e-003	0.000000e+000	4.690338e+000
2.606009876268983e-003	0.000000e+000	4.732026e+000
2.609009876268983e-003	0.000000e+000	4.768250e+000
2.612009876268983e-003	0.000000e+000	4.799686e+000
2.615009876268984e-003	0.000000e+000	4.826940e+000
2.618009876268984e-003	0.000000e+000	4.850545e+000
2.621009876268985e-003	0.000000e+000	4.870976e+000
2.624009876268985e-003	0.000000e+000	4.888647e+000
2.627009876268985e-003	0.000000e+000	4.903922e+000
2.630009876268986e-003	0.000000e+000	4.917120e+000
2.633009876268986e-003	0.000000e+000	4.928518e+000
2.636009876268987e-003	0.000000e+000	4.938359e+000
2.639009876268987e-003	0.000000e+000	4.946853e+000
2.642009876268987e-003	0.000000e+000	4.954181e+000
2.645009876268988e-003	0.000000e+000	4.960504e+000
2.648009876268988e-003	0.000000e+000	4.965956e+000
2.651009876268989e-003	0.000000e+000	4.970658e+000
2.654009876268989e-003	0.000000e+000	4.974713e+000
2.657009876268989e-003	0.000000e+000	4.978208e+000
2.660009876268990e-003	0.000000e+000	4.981222e+000
2.663009876268990e-003	0.000000e+000	4.983819e+000
2.666009876268991e-003	0.000000e+000	4.986057e+000
2.669009876268991e-003	0.000000e+000	4.987987e+000
2.672009876268991e-003	0.000000e+000	4.989649e+000
2.675009876268992e-003	0.000000e+000	4.991082e+000
2.678009876268992e-003	0.000000e+000	4.992316e+000
2.681009876268993e-003	0.000000e+000	4.993380e+000
2.684009876268993e-003	0.000000e+000	4.994297e+000
2.687009876268993e-003	0.000000e+000	4.995086e+000
2.690009876268994e-003	0.000000e+000	4.995767e+000
2.693009876268994e-003	0.000000e+000	4.996353e+000
2.696009876268995e-003	0.000000e+000	4.996858e+000
2.699009876268995e-003	0.000000e+000	4.997293e+000
2.702009876268995e-003	0.000000e+000	4.997668e+000
2.705009876268996e-003	0.000000e+000	4.997991e+000
2.708009876268996e-003	0.000000e+000	4.998270e+000
2.711009876268997e-003	0.000000e+000	4.998509e+000
2.714009876268997e-003	0.000000e+000	4.998715e+000
2.717009876268997e-003	0.000000e+000	4.998894e+000
2.720009876268998e-003	0.000000e+000	4.999047e+000
2.723009876268998e-003	0.000000e+000	4.999179e+000
2.726009876268999e-003	0.000000e+000	4.999292e+000
2.729009876268999e-003	0.000000e+000	4.999391e+000
2.732009876268999e-003	0.000000e+000	4.999475e+000
2.735009876269000e-003	0.000000e+000	4.999548e+000
2.738009876269000e-003	0.000000e+000	4.999610e+000
2.741009876269001e-003	0.000000e+000	4.999664e+000
2.744009876269001e-003	0.000000e+000	4.999711e+000
2.747009876269001e-003	0.000000e+000	4.999751e+000
2.750009876269002e-003	0.000000e+000	4.999785e+000
2.753009876269002e-003	0.000000e+000	4.999815e+000
2.756009876269003e-003	0.000000e+000	4.999841e+000
2.759009876269003e-003	0.000000e+000	4.999863e+000
2.762009876269003e-003	0.000000e+000	4.999882e+000
2.765009876269004e-003	0.000000e+000	4.999898e+000
2.768009876269004e-003	0.000000e+000	4.999912e+000
2.771009876269005e-003	0.000000e+000	4.999925e+000
2.774009876269005e-003	0.000000e+000	4.999935e+000
2.777009876269005e-003	0.000000e+000	4.999944e+000
2.780009876269006e-003	0.000000e+000	4.999952e+000
2.783009876269006e-003	0.000000e+000	4.999959e+000
2.784009876269006e-003	0.000000e+000	4.999960e+000
2.787009876269007e-003	0.000000e+000	4.999966e+000
2.790009876269007e-003	0.000000e+000	4.999970e+000
2.793009876269007e-003	0.000000e+000	4.999975e+000
2.796009876269008e-003	0.000000e+000	4.999978e+000
2.799009876269008e-003	0.000000e+000	4.999981e+000
2.801438447697580e-003	0.000000e+000	4.999983e+000
2.803867019126152e-003	0.000000e+000	4.999985e+000
2.806295590554724e-003	0.000000e+000	4.999987e+000
2.808724161983295e-003	0.000000e+000	4.999988e+000
2.811152733411867e-003	0.000000e+000	4.999990e+000
2.813581304840439e-003	0.000000e+000	4.999991e+000
2.816009876269010e-003	0.000000e+000	4.999992e+000
2.819152733411868e-003	0.000000e+000	4.999993e+000
2.822295590554726e-003	0.000000e+000	4.999994e+000
2.825438447697583e-003	0.000000e+000	4.999995e+000
2.828581304840441e-003	0.000000e+000	4.999996e+000
2.831724161983298e-003	0.000000e+000	4.999996e+000
2.834867019126156e-003	0.000000e+000	4.999997e+000
2.838009876269013e-003	0.000000e+000	4.999997e+000
2.842724161983300e-003	0.000000e+000	4.999998e+000
2.847438447697586e-003	0.000000e+000	4.999998e+000
2.852152733411872e-003	0.000000e+000	4.999999e+000
2.856867019126159e-003	0.000000e+000	4.999999e+000
2.861581304840445e-003	0.000000e+000	4.999999e+000
2.866295590554732e-003	0.000000e+000	5.000000e+000
2.871009876269018e-003	0.000000e+000	5.000000e+000
2.880867019126162e-003	0.000000e+000	5.000000e+000
2.890724161983306e-003	0.000000e+000	5.000000e+000
